account_id,customer_id,credit_score,tenure,balance,num_products,has_credit_card,is_active_member,exited,complaints_last_year,monthly_transactions,average_transaction_value,last_login_days
3316639,268752,662,1,37551.12,2,1,1,0,1,17,55.14,2
9702060,268772,627,0,44308.97,1,1,0,0,2,3,51.99,27
4478616,268956,637,7,11391.49,3,0,0,1,1,10,46.14,50
6453426,269078,577,0,235.54,1,0,1,0,1,17,77.62,0
9025733,269172,561,10,41378.04,2,1,1,0,1,18,106.51,4
9816043,269396,601,2,0,2,1,1,1,0,11,38.07,1
7322070,269430,635,6,33536.81,2,0,0,1,1,8,194.07,66
6263895,269654,682,10,17827.81,3,1,1,0,0,25,157.18,4
3905518,269662,776,0,0,2,0,0,1,2,7,12.73,25
8711874,269833,711,0,0,2,1,1,0,0,13,69.18,3
9944387,269834,558,2,29157.69,1,0,0,1,3,6,123.2,132
6743294,269868,498,1,0,1,1,1,0,0,16,81.84,2
6943949,269930,504,5,1635.85,1,1,0,0,2,1,69.98,1
5435261,269999,732,2,37372.55,2,1,1,0,0,33,45.21,2
9123194,270128,594,0,55874.11,1,0,1,1,0,12,296.88,11
4225657,270341,751,10,56293.1,2,0,0,0,1,8,13.81,19
5135904,270387,511,2,42718.98,2,1,0,1,1,0,184.78,22
5680950,270395,650,3,35547.07,2,0,1,0,1,21,50.23,1
6007984,270555,678,0,48740.8,2,1,0,1,0,7,53.76,92
4772642,270557,738,1,43557.7,1,1,1,0,0,13,708.13,6
5993143,270820,580,3,55246.99,4,0,1,0,2,15,58.66,2
5848684,271200,651,4,81994.8,2,1,0,0,0,4,278.28,42
4477544,271276,675,0,4473.15,2,1,1,0,0,14,80.85,0
9204110,271339,682,10,0,1,1,0,1,0,0,80.24,27
6319061,271456,732,5,52112.8,2,1,1,0,0,3,103.42,3
9049765,271720,681,3,10048.89,2,0,1,0,2,25,74.32,17
6851946,271742,684,0,25372,3,0,1,0,0,17,11.79,2
5587856,271790,715,0,10944.07,3,1,1,0,0,35,34.97,1
5828304,271960,659,2,12331.58,2,1,0,0,2,8,134.95,20
3044708,272088,667,9,74836.71,3,1,1,0,0,10,76.16,16
7370211,272129,590,1,28088.03,1,1,0,1,3,6,38.56,87
7619156,272337,657,6,27366.79,1,1,1,0,1,33,87.49,5
6790398,272359,699,6,31577.54,2,0,1,0,3,15,67.94,0
3457461,272529,558,4,189435.29,3,0,1,0,0,25,57.3,3
5872986,272537,793,1,17800.28,2,0,0,1,3,8,40.77,18
1705758,272634,524,10,36537.64,2,1,1,0,1,30,158.04,2
5825636,272655,630,0,0,2,1,1,0,1,19,142.58,0
2325893,272769,662,0,126957.62,1,1,1,0,0,19,41.87,6
6811015,272892,436,1,29676.23,3,1,1,0,0,5,36.42,0
8421839,273012,647,3,26079.72,1,1,1,1,0,20,238.02,9
5302415,273021,828,7,80630.56,3,1,1,0,1,19,108.23,2
9037616,273061,798,0,1015.46,2,1,0,0,1,1,31.38,1
4590102,273148,531,8,89139.03,3,1,1,0,0,16,108.5,5
4390138,273438,574,3,148365.18,4,1,0,0,0,2,319.81,0
5548852,273565,600,6,0,2,0,1,0,0,12,10.27,5
5557052,273580,532,0,61460.56,1,1,0,0,0,11,127.95,15
3303058,273650,648,10,68839.87,2,1,1,0,2,13,36.88,0
2832517,273899,707,2,25621.77,2,1,0,1,3,2,56.37,11
5014486,273982,$451.00 ,1,0.21%,2,1,0,0,1,6,106.91,64
5067770,274031,600,2,5458.84,2,1,0,0,1,2,90.49,14
1851702,274044,469,4,9320.65,2,1,0,0,1,17,103.79,15
9909397,274389,629,0,43261.23,2,0,1,0,0,10,130.95,4
4786141,274418,590,6,10327.12,1,1,1,0,1,16,83.73,6
4906349,274421,552,8,66298.88,3,0,1,0,1,15,53.58,1
1880654,274446,652,0,6846.5,1,1,1,0,1,17,36.58,0
2681042,274573,715,10,533.05,1,1,1,0,2,14,195.88,9
7934046,274739,559,4,0,1,1,1,0,2,12,11.8,1
6541407,274880,833,1,18919.63,3,1,1,0,1,25,94.54,4
8925622,274912,772,3,35662.3,2,0,0,1,2,7,11.03,42
2686863,274971,822,7,0,1,1,1,0,1,30,22.82,2
3306314,274987,668,0,72248.44,2,0,1,0,0,26,53.19,2
1086930,275018,612,3,0,1,1,1,1,1,27,16.95,2
3649811,275073,609,2,10100.82,1,0,0,1,2,9,18.12,143
7826774,275133,709,4,15810.14,1,1,1,0,1,5,92.25,0
8980915,275284,602,5,21325.61,2,1,1,0,0,8,264.28,7
9010256,275329,657,7,2098.94,1,1,1,1,0,14,137.95,0
4346315,275377,635,0,0,3,1,1,1,0,23,43.98,0
5819172,275409,633,0,49901.41,2,1,0,0,3,0,126.3,54
6388299,275445,768,1,0,1,0,1,1,1,24,74.15,1
5788474,275490,608,7,0,1,0,1,0,0,8,110.53,4
1992583,275526,628,3,919.19,1,1,1,0,0,29,165.9,5
2500901,275645,675,0,35034.84,2,1,0,1,0,5,78.01,23
4896008,275715,754,3,9167.81,2,0,0,1,1,0,67.95,23
9978365,275741,580,3,2734.88,1,0,0,0,1,8,91.06,41
1625760,275868,596,2,1940.64,2,1,1,0,1,15,81.99,1
3937099,275939,787,1,0,2,1,1,0,1,11,144.86,1
8010946,276042,648,1,0,1,1,1,1,1,17,8.08,1
3949245,276149,683,2,0,2,0,1,0,0,14,212.92,20
1609681,276214,631,2,821.9,1,1,1,0,0,15,63.13,3
7660463,276299,638,8,30049.48,2,1,1,0,0,12,50.63,8
9311162,276379,698,2,12084.38,2,0,1,0,0,0,111.88,1
4125790,276405,657,10,40523.15,2,0,0,0,1,13,29.5,12
5856449,276556,604,7,39890.48,2,0,0,1,2,5,139.61,1
1628578,276795,663,1,0,1,0,1,0,0,29,35.52,0
1155477,276827,613,8,4501.05,1,1,0,0,1,3,38.61,198
6006190,276831,669,1,27546.5,2,1,1,0,0,29,171.51,0
2800206,277193,743,0,35581.87,3,0,0,0,2,8,72.49,7
6621073,277292,717,1,169.04,2,1,0,0,2,0,23.12,9
5774152,277477,673,4,20850.47,2,1,1,0,0,27,47.67,8
8622712,277487,685,2,82375.05,2,1,0,1,2,8,40.83,65
9796605,277715,622,4,0,4,0,1,0,2,20,21.95,9
9286475,277735,789,0,10761.26,2,1,0,1,2,8,456.8,9
3251501,277820,744,1,509.74,1,1,0,1,1,4,273.39,49
9459284,277934,608,3,0,3,0,1,0,0,18,61.23,3
8852085,278190,600,2,612.51,1,1,1,0,0,29,48.75,0
5577446,278240,693,3,16646.94,4,0,1,0,3,12,197.32,3
4234838,278243,787,5,16246.24,2,1,0,0,1,6,81.59,13
2889899,278368,800,0,32759.84,3,1,1,0,0,14,30.69,2
6547958,278593,681,6,27990.46,1,1,0,1,0,12,81.02,30
3726201,278794,725,1,82.09,1,0,0,0,1,5,28.28,37
8699307,278795,637,1,66829.38,2,1,0,0,1,8,89.02,53
5316188,278852,623,3,16972.96,1,0,0,1,4,1,13.22,2
4123902,278895,586,10,58806.73,2,1,0,1,1,6,74.08,110
1236293,278980,705,2,0,4,1,1,0,0,14,26.42,8
6655803,279098,627,10,12480.46,2,1,1,0,0,17,18.19,2
5949685,279130,610,0,24958.25,3,0,1,1,1,12,147.47,3
4240708,279185,685,3,4947.06,1,0,0,0,0,4,14.97,18
3944316,279451,728,8,8564.23,2,1,0,0,0,6,26.28,14
7802999,279516,614,4,0,2,1,1,0,1,14,67.88,2
8175669,279517,676,1,15459.03,2,1,1,0,3,1,147.41,4
9644974,279594,684,1,43765.98,2,0,1,0,1,20,110.38,0
6501696,279708,666,1,31017.05,4,1,1,0,0,30,58.9,1
2455218,280222,729,2,349.88,1,0,0,1,1,4,142.02,104
7724865,280564,788,0,0,1,0,1,0,0,25,20.12,2
2600296,280616,773,0,31378.87,2,1,0,0,1,3,66.87,41
4100114,280908,791,0,63300.43,2,0,1,0,1,16,46.74,0
3359075,280941,472,10,11095.7,1,0,0,1,1,4,67.04,31
9010350,281043,774,2,53652.05,2,0,1,0,0,2,31.62,0
6429135,281162,604,4,79250.66,2,0,1,0,1,14,255.87,0
5161539,281201,567,3,48644.61,1,1,1,0,1,20,105.38,0
1114590,281276,742,3,24883.5,1,1,1,0,0,19,33.96,4
5375250,281301,610,4,0,2,1,0,1,0,3,173.3,17
7435310,281493,459,4,16153,2,1,0,1,0,11,88.28,41
4951390,281594,753,10,32821.2,4,1,0,0,1,4,129.22,37
8494978,281614,566,6,16969.56,2,1,1,0,0,17,74.06,1
5479421,281649,465,5,0,4,1,1,0,1,20,14.04,0
6530194,281833,587,0,0,2,1,1,0,0,13,57.83,3
6065810,281873,501,9,323.06,1,0,1,0,1,13,189.75,4
1191859,281926,776,0,69623.03,2,1,1,0,1,13,48.88,0
5388133,282085,539,0,0,1,1,1,0,1,18,151.07,0
7032283,282150,477,1,16914.74,3,1,0,0,1,6,16.36,21
4964499,282176,639,2,35704.98,1,1,1,0,0,20,36.43,0
2042273,282237,774,1,0,2,1,0,1,0,5,49.88,16
2983483,282256,397,5,30555.69,4,1,0,1,2,1,39.85,8
8808032,282294,623,5,0,4,1,0,0,0,7,281.03,15
6147356,282313,569,2,0,2,1,0,0,1,10,121.04,25
3679603,282480,641,2,623.54,2,1,1,1,1,0,46.4,39
7801762,282547,641,0,18900.46,1,1,1,1,1,11,31.26,4
9430894,282664,769,1,0,1,0,0,0,3,4,282.78,95
6217344,282710,625,4,2542.77,3,1,0,1,0,3,61.27,8
2969909,282927,719,0,151534.92,2,0,1,0,0,7,32.68,1
5949909,282973,504,8,0,3,1,0,1,3,11,52.92,36
7166363,283017,557,4,0,2,1,0,1,3,6,54.11,113
4705235,283027,585,2,55689.93,1,1,0,1,1,6,71.32,13
4676367,283095,571,5,0,2,1,1,0,0,18,59.17,4
3240912,283188,665,9,131.41,1,0,1,1,2,16,32.61,13
9022561,283291,551,5,36883.98,2,1,1,0,3,19,49.98,0
3570027,283514,665,1,1620.66,2,0,1,0,0,14,362.51,10
8633275,283537,772,6,23736.92,2,1,1,0,0,20,93.33,1
7268384,283568,703,5,65022.03,1,0,0,1,2,4,117.77,52
7976731,283573,407,10,22011.11,2,1,1,1,3,9,84.27,1
8899184,283594,720,0,195545.74,1,1,1,0,0,27,99.15,8
4664338,283640,700,0,413.78,1,1,1,1,0,14,92.19,5
5151780,283700,668,2,5534.19,3,1,1,0,0,23,41.72,8
2373555,283781,566,4,37993.24,4,1,0,0,3,5,300.21,21
9816538,283785,738,4,26614.66,2,0,0,0,0,4,73.25,60
8495187,283869,628,3,0,2,1,1,0,0,7,232.94,4
9861274,283919,505,0,19780.7,2,0,0,0,1,3,12.21,44
7069742,284019,664,2,0,2,0,1,0,0,16,117.4,14
2310346,284084,602,6,11949.66,2,1,1,0,2,36,12.6,8
2882551,284160,759,10,0,2,1,0,0,2,11,52.76,163
2036128,284171,602,2,22058.79,2,1,0,1,2,8,131.86,18
9480665,284178,842,8,0,1,0,0,1,2,9,102.26,42
4391627,284229,674,3,2471.78,3,1,1,0,1,9,77.74,1
3514105,284308,690,1,49662.89,1,1,0,1,1,11,101.95,70
3760475,284327,649,8,2527.34,1,1,0,1,2,6,38.45,11
6504900,284430,563,2,49463.61,3,0,1,0,0,30,19.63,7
9729882,284431,618,2,43687.61,1,0,1,0,0,23,45.07,3
8412854,284654,587,4,188.4,1,1,1,0,0,4,190.7,4
2950183,284692,695,4,63.74,1,1,0,0,0,7,198.02,2
4446065,284731,803,3,53422.04,2,1,0,0,0,5,69.04,40
9201172,284888,716,3,0,2,1,1,0,1,19,37.42,1
2525747,285186,586,1,39578.29,2,1,1,0,0,26,50.96,10
9562677,285197,666,3,45243.2,2,1,0,0,3,14,28.8,28
8473959,285413,622,0,6388.55,1,1,1,1,0,13,71.13,0
1933413,285636,731,6,53076.85,1,0,0,1,1,5,93.56,3
8607331,285652,522,1,34666.36,3,1,1,0,0,9,78.98,2
3213658,285679,591,10,23305.18,2,1,0,1,3,7,141.15,0
9610869,285751,641,4,26998.81,1,1,1,0,0,23,97.61,5
7969667,285810,778,1,52360.83,1,0,1,0,0,17,52.6,3
8663806,286037,669,4,30788.09,1,1,1,0,2,30,40.85,1
1968662,286040,678,0,84827.66,1,1,1,0,0,9,28.67,3
8757420,286044,758,5,67839.51,1,1,1,0,1,16,40.05,0
6170227,286080,535,2,417.35,1,1,0,1,1,10,16.19,26
1365247,286209,802,6,17865.63,2,0,0,0,1,0,414.83,136
7642917,286266,616,2,46.45,1,1,0,0,1,8,105.78,79
5269083,286340,603,2,35499.2,2,1,1,0,0,17,55.87,1
1050591,286450,722,3,76197.28,2,1,1,0,4,18,24.01,2
4655777,286572,582,2,44469.57,2,1,1,0,1,27,86.74,1
2225232,286638,759,2,48706.88,1,1,1,0,0,1,97.21,5
1759836,286710,663,3,69933.77,1,0,1,0,0,19,236.35,10
8108462,286906,556,1,45537.92,4,1,1,0,0,13,10.66,3
6780235,287110,721,10,52599.73,1,0,1,0,2,3,88.58,12
2069713,287143,639,1,40144.56,1,1,0,0,1,5,331.92,20
2010921,287155,662,2,83128.62,1,1,1,0,0,30,116.6,0
2157949,287241,612,6,34581.62,2,1,1,0,1,15,556.94,0
8920040,287316,602,6,23210.31,4,0,1,0,0,14,31.92,2
1532422,287330,705,2,39337.79,2,0,1,0,0,9,38.39,11
5816582,287401,490,2,50192.55,1,1,1,1,0,20,22.89,7
7859648,287497,555,10,87982.86,3,1,0,1,3,4,78.34,84
4019585,287555,659,6,10237.5,4,1,0,0,4,7,32.26,123
3272119,287567,646,10,33160.54,1,1,1,1,0,22,49.56,6
8052503,287588,650,6,0,1,1,0,0,3,7,35.44,1
7282411,287654,643,3,26747.39,3,1,1,0,0,7,38.99,3
7416943,287677,680,4,960.44,2,0,1,0,1,19,42.01,2
8525204,287847,807,10,59915.62,1,1,0,0,1,9,177.1,18
7333337,287974,692,2,50156.52,1,1,0,1,2,4,16.94,82
7302286,288056,510,0,24394.14,2,1,1,0,1,21,142.7,4
2346371,288066,723,0,0,2,1,1,0,0,18,259.83,2
3231198,288073,690,2,9021.34,2,1,1,0,0,18,161.73,0
6834610,288128,612,1,31692.65,3,1,1,0,2,5,306.75,11
2990334,288158,638,1,57114.43,1,1,1,1,0,26,154.47,1
3994290,288503,624,5,30598.74,2,0,0,1,2,7,19.55,0
7594429,288531,797,0,44122.52,1,0,0,1,3,8,75.39,37
9872505,288550,743,1,96777.92,2,0,1,0,0,19,7.29,0
3136529,288627,664,1,11413.54,3,0,1,0,0,8,14.58,10
4736121,288646,704,0,15160.21,4,1,1,0,0,8,37.98,4
1058272,288656,688,8,0,2,1,1,0,0,5,42.82,1
1381435,288667,717,3,0,2,1,0,0,1,3,87.39,52
6005700,288724,750,4,29.64,1,1,1,1,0,19,14.46,4
8767916,288744,630,2,29.18,1,1,1,0,0,14,68.25,10
8115687,288783,701,10,73664.48,3,1,1,0,2,9,161.95,6
9924365,288803,578,7,29410.05,4,1,0,1,0,9,26.5,97
7363203,289019,570,4,39429.06,2,1,1,0,1,4,38.98,2
4853123,289117,766,0,148107.91,2,1,0,0,2,3,44.99,5
5152562,289159,689,2,42371.91,3,1,0,1,1,3,49.31,19
8728009,289179,647,5,13480.47,2,0,1,0,1,16,40.18,1
6807596,289222,711,1,0,1,0,1,0,0,29,30.58,1
3602504,289473,734,5,39621.74,2,1,0,0,0,0,22.43,21
5624635,289592,615,2,2105.46,1,0,1,1,0,11,23.9,6
4162177,289630,761,1,11684.96,3,1,0,1,3,4,108.28,26
2893218,289934,702,3,7684.86,1,1,1,1,0,26,13.35,0
1540516,290065,698,2,130491.86,1,0,0,1,0,3,24.21,12
8033690,290167,615,6,0,2,1,1,0,0,25,78.61,8
1262492,290217,627,7,56632.98,2,1,1,0,0,18,500.33,2
5037710,290305,544,5,13607.15,2,1,0,1,0,6,38.82,28
4457475,290425,627,2,3918.69,3,1,0,1,2,4,78.42,52
2128954,290556,658,5,0,2,1,1,0,0,20,38.21,8
2692765,290672,738,7,16400.75,2,0,0,0,1,7,28.59,13
1563316,290719,648,5,19376.74,3,1,1,0,1,19,46.76,5
8490038,290802,760,0,35985.66,3,1,0,0,0,10,53.15,94
1816653,290926,685,0,42562.67,1,1,0,0,3,7,31.61,0
5105957,291132,580,4,36141.94,2,1,1,0,2,35,27.22,0
1742169,291267,693,3,39309.31,2,0,0,1,1,0,89.35,184
7748892,291663,748,10,0,2,0,1,0,2,18,46.55,1
8364573,291752,649,4,8084.36,2,0,0,0,1,0,28.12,40
4931560,291755,740,5,20046.71,1,1,1,0,2,14,367.57,8
4645172,291936,692,4,63520.42,2,0,0,0,2,0,21.64,106
1946973,291961,486,0,141150.74,2,1,1,0,0,18,32.17,0
3351084,292259,792,2,45154.19,1,1,1,1,0,14,66.5,2
9453969,292401,850,0,12065.23,2,0,1,1,0,25,25.59,0
5853035,292800,647,0,17596.85,2,1,1,0,1,23,134,12
4928578,292811,605,9,5180.84,4,1,0,0,1,2,78.11,33
6350316,292818,634,6,0,1,1,0,0,2,3,145.11,1
6379867,292847,606,1,147390.29,2,1,1,0,1,26,43.38,5
4974590,292913,692,8,32795.08,1,1,1,0,1,25,59.45,2
6062767,292930,646,6,10883.8,2,1,1,0,1,8,277.43,4
3403511,292988,711,0,27351.48,2,1,1,0,1,11,38.81,0
9745141,293079,721,2,38584.15,2,1,1,0,1,5,27.26,0
4708481,293213,513,6,0,1,0,1,1,1,23,43.01,15
7938388,293319,649,2,23516.67,1,1,0,1,1,3,23.7,61
6041569,293411,692,0,47961.54,1,1,0,0,0,0,90.32,10
5616316,293720,751,0,0,2,0,1,0,0,23,18.57,0
2022699,293743,609,4,130931.87,4,1,0,0,2,2,349.5,74
3938247,293757,739,3,42130.75,3,0,1,0,0,17,50.76,29
8167236,293818,538,3,215.65,1,0,0,1,1,4,108.94,5
9315137,293862,665,0,2636.88,1,1,0,1,2,9,87.54,10
1786584,293929,649,6,3017.02,1,0,1,1,0,21,74.57,9
6778321,294143,611,0,44145.97,3,0,0,1,0,1,146.61,93
7394713,294546,624,2,0,1,1,1,0,0,15,83.1,0
9799030,294760,480,3,31893.1,2,1,1,0,0,15,67.28,7
6347476,294776,597,1,93318.25,3,0,1,0,0,17,382.14,0
7984768,294816,505,1,9907.04,2,1,1,0,0,10,36.22,3
7849452,294851,608,6,34266.46,2,1,0,0,1,4,103.33,30
3503456,294969,624,10,21493.94,2,0,0,1,1,3,11.01,7
6031294,295085,631,8,0,2,1,0,0,2,3,134.78,8
7315953,295243,583,3,33612.71,2,0,1,0,0,13,22.81,3
4084977,295361,676,6,48053.2,1,1,1,0,1,4,36.53,0
8944327,295440,763,7,3485.32,1,0,1,0,1,30,308.25,2
5042775,295472,789,4,0,2,1,1,0,0,18,107.65,0
4780654,295646,571,7,19704.66,3,1,0,1,0,6,708.59,47
6045519,295692,503,0,0,3,1,0,1,1,13,77.34,30
3421820,295892,695,0,0,1,0,0,0,4,0,188.88,2
8768273,295984,615,1,67802.56,2,1,1,0,1,8,33.3,15
1966769,296041,532,4,57361.02,1,1,0,0,0,3,53.18,3
7923579,296059,651,0,24925.79,2,0,0,1,1,2,123.84,71
7987842,296187,551,2,48470.61,1,0,0,1,2,4,9.93,41
9891787,296242,754,3,0,1,0,1,0,1,11,8.06,4
3249703,296243,687,4,36286.45,2,1,0,0,4,7,23.71,8
7516590,296412,639,0,0,1,1,1,0,0,14,47.71,17
5074489,296481,808,4,0,2,1,0,1,2,9,33.53,21
5278117,296494,530,3,0,2,0,1,0,0,29,37.08,1
4411424,296653,676,0,0,1,0,1,0,0,16,51.03,0
6540893,296694,641,10,370.91,1,0,0,0,1,14,79.56,60
2326581,296911,709,0,0,1,1,0,1,1,6,67.53,33
8546170,297062,648,2,70656.73,2,0,1,0,0,20,175.93,7
7225647,297064,691,3,21041.92,2,1,1,0,0,15,46.29,0
2551288,297132,573,4,41590.02,2,1,1,0,0,10,85.41,2
9986473,297303,777,2,56859.78,1,1,1,1,0,13,24.71,5
4195751,297370,843,1,16949.56,3,1,0,0,2,6,43.61,80
1864641,297377,747,0,22121.34,3,1,0,1,2,3,229.72,12
5504038,297383,628,0,35969.17,1,1,1,0,1,29,61.6,2
7327828,297503,735,9,57854.97,2,1,0,0,0,0,104.5,19
1663497,297509,735,7,373.17,2,1,1,0,0,20,60.19,4
2221118,297579,845,4,69770.39,3,1,0,0,1,9,86.14,4
4156856,297636,689,2,62245.19,4,0,1,0,0,4,124.6,1
4640933,297731,650,2,35477.34,1,1,0,1,1,13,25.57,43
9042900,297810,540,6,45827.28,2,0,0,0,1,5,77.66,198
4504577,297816,669,0,0,3,1,1,1,1,11,219.51,5
6586214,298202,588,10,87495.63,2,1,1,0,0,9,30.34,2
6086650,298663,719,0,43579.46,1,0,0,0,1,4,102.12,33
1257256,298667,442,3,27237.64,1,1,0,0,0,6,76.57,14
4553544,298994,699,1,45413.18,3,1,1,0,1,18,72.54,2
4188068,299028,575,1,71252.02,4,0,0,1,0,6,124.64,38
2968239,299055,691,6,20587.9,2,1,1,0,0,7,39.34,4
9034958,299072,732,10,0,1,1,1,0,1,17,38.63,2
5070038,299092,595,5,23364.37,2,1,1,0,2,24,103.37,1
4431161,299122,524,2,51419.79,2,1,0,1,1,9,369.81,103
7654381,299140,625,5,4431.42,2,1,0,1,1,4,41.1,13
5015307,299212,545,7,116558.41,3,1,1,0,0,23,23.06,4
6395804,299254,534,2,50575.57,2,1,0,0,1,1,54.59,15
5748945,299312,785,2,33785.69,3,1,1,0,1,10,84.64,6
7386444,299367,850,4,140545.56,2,1,1,0,2,0,53.68,10
8822384,299405,625,5,0,2,1,1,0,1,8,111.56,5
9953163,299448,643,2,31372.17,2,1,1,0,1,2,46.68,2
7027375,299451,618,2,51197.9,1,0,0,1,2,11,81.27,55
6174467,299659,790,1,22230.98,2,0,1,0,1,8,121.95,0
5388275,299734,620,4,14675.1,2,1,1,0,1,30,138.7,3
7033835,299742,784,0,36736.17,1,0,1,0,1,23,53.78,4
9603633,299834,668,1,29154.52,4,0,1,0,1,19,35.6,4
9342928,299836,731,0,41839.82,4,1,0,0,0,8,103.37,4
8818250,299869,683,4,12788.29,1,1,0,1,1,5,38.28,8
2654371,300051,675,2,864.48,1,0,1,0,1,34,32.89,1
8876742,300281,850,0,37001.96,1,0,1,0,1,13,94.15,2
6372622,300337,797,0,0,2,1,1,0,1,14,20.56,3
4407913,300386,755,2,14666.48,1,1,0,1,0,1,167.35,83
7219396,300845,601,3,39138.13,1,1,1,0,0,16,23.67,1
6249960,300896,428,1,0,1,1,1,1,1,11,50.13,2
7944595,300924,453,7,8557.63,1,1,0,1,1,4,126.97,7
1766977,301158,527,2,1223.07,2,1,1,0,1,18,236.63,2
4712363,301224,631,3,0,1,0,0,1,0,2,146.29,5
3448176,301255,693,0,0,1,0,0,1,0,5,98.74,69
1272124,301332,605,4,43797.08,4,1,1,0,0,35,90.83,10
5375063,301528,490,2,0,1,1,0,0,4,4,31.1,3
8005797,301603,590,4,51625.5,2,1,1,0,1,10,52.21,0
5952504,301629,687,0,0,1,0,0,0,2,9,92.92,20
3557039,301863,776,1,24388.22,1,1,0,1,1,10,116.27,8
4291551,301898,619,3,276.89,1,0,0,1,4,5,54.95,45
6534221,301939,582,0,0,1,1,0,1,2,5,440.83,125
4859072,302087,544,2,0,2,1,0,0,1,8,257.89,3
7372653,302127,728,1,0,1,1,1,0,0,10,128.04,6
5122665,302177,734,2,27425.82,2,0,1,1,0,29,33.11,5
9376888,302338,761,1,62101.73,1,1,0,0,0,10,96.83,17
6663388,302458,828,0,141903.62,4,0,1,0,0,21,51.15,1
5317226,302472,639,1,0,2,0,1,0,1,35,74.05,4
9197701,302500,530,0,369.51,1,0,1,0,1,4,207.76,1
9230828,302511,666,2,14648.9,2,0,1,0,0,29,42.87,9
8731427,302544,574,9,0,1,0,0,1,0,7,37.14,36
3822492,302647,745,5,39434.13,2,1,0,1,0,1,207.89,13
6908535,302897,589,10,30359.35,1,0,0,1,1,7,84.97,12
3839807,302957,660,1,6388.26,2,0,1,0,1,12,52.38,2
3348114,303129,678,10,67371.88,1,1,0,1,1,0,19.07,3
9192588,303322,417,0,0,4,1,1,0,0,18,62.34,2
4087809,303440,660,3,23480.55,2,0,1,0,0,27,21.25,11
1985360,303547,509,3,13232.42,1,0,1,0,0,15,79.8,0
9790328,303586,492,1,126579.95,3,1,1,0,1,32,16.78,1
1567468,303765,546,3,4234.44,2,0,1,0,0,29,60.34,0
2247057,303880,779,0,52306,1,1,0,1,1,7,93.01,51
1813936,303974,564,1,33303.44,2,0,0,1,3,0,102.64,34
1107102,303993,558,2,14624.88,1,1,1,0,0,14,90.08,3
7918793,304110,801,1,54254.68,4,1,1,0,0,17,264.12,3
3306725,304206,717,3,33589.38,2,1,1,0,1,21,65.1,4
4882808,304394,769,1,7931.12,2,1,0,0,2,13,149.58,17
2140312,304607,566,0,0,2,0,1,1,0,10,83.92,19
3533857,304915,633,5,128230.29,2,1,0,0,3,8,18.49,5
1153368,305047,629,10,10101.78,2,1,1,0,2,17,34.07,24
4669507,305171,496,0,0,2,1,0,0,2,1,39.52,12
9484790,305438,598,0,2415.42,3,1,1,0,1,19,296.77,3
8650572,305587,733,1,1523.32,2,1,1,0,0,10,339.85,2
7261268,305625,770/850,1,2026727/100,3,1,1,0,1,22,68.39,1
2014184,305721,579,3,52327.76,1,1,0,1,1,4,58.79,40
9106820,305837,597,2,25971.13,1,1,1,1,0,11,87.21,6
9184838,305973,688,1,31427.08,4,1,0,1,2,0,41.32,16
1263935,306012,653,7,38073.59,3,0,0,1,2,6,55.7,96
1110936,306606,657,9,58411.26,2,0,1,1,1,27,83.54,2
9929043,306647,529,7,64987.69,2,1,1,0,2,12,97.31,9
7901115,306854,662,8,56201.32,1,0,1,1,0,37,82.1,7
1198826,306909,664,1,337.73,1,1,1,0,0,18,417.33,3
1280618,307007,739,4,117029.71,3,1,1,0,0,21,45.05,1
9882154,307356,718,5,11517.82,1,1,1,0,1,11,92.27,4
5609384,307428,739,0,0,1,0,0,0,3,6,279.64,9
9988193,307731,658,0,0,1,1,1,1,1,18,52.35,7
5809835,307757,735,6,26643.79,3,0,1,0,1,15,66.83,1
1287605,307772,610,7,20584.62,1,1,1,0,0,8,27.73,2
9425786,307963,529,8,14187.99,2,0,0,0,0,7,9.82,13
8223819,308296,799,1,27080.35,2,1,0,0,0,6,132.37,58
4007598,308376,608,2,70573.35,1,0,0,1,1,5,46.87,18
2795437,308405,626,1,40074.08,1,0,1,0,0,17,32.47,1
2615878,308496,522,0,0,3,0,1,1,1,12,200.65,0
9797727,308535,646,0,9062.57,2,1,0,1,2,3,54.87,59
3498085,308573,576,3,7034.7,3,1,1,0,1,15,199.37,0
5042786,308622,583,1,0,1,1,1,0,1,14,91.2,4
4220085,308727,490,1,33659.63,2,0,0,0,3,6,136.28,86
9832465,308781,614,7,855.6,2,1,1,0,1,17,129.7,0
5234874,308802,528,6,47568.36,1,1,0,1,1,10,396.76,2
6946534,308855,719,0,17911.84,1,1,1,0,0,10,51.83,5
5484964,308894,530,1,50630.09,2,0,1,0,1,15,14.6,3
7658817,309044,599,0,56263.65,1,1,1,0,0,6,38.6,5
2325722,309100,645,0,0,3,1,1,0,0,23,153.73,14
7258766,309144,575,6,20.97,1,1,0,1,2,11,180.57,25
7812009,309146,710,1,12604.78,1,1,0,0,3,2,62.57,28
8700704,309159,537,4,57085.71,2,1,0,0,3,3,138.04,2
5080351,309267,769,3,35643.03,1,1,0,1,1,4,36.27,40
4789255,309365,561,7,15765.85,3,0,1,0,0,15,48.13,3
6032739,309374,682,3,0,3,0,1,0,1,22,81.45,12
2352527,309385,726,1,24610.77,1,1,0,0,0,5,45.77,7
1531577,309398,598,3,33353.47,1,0,0,1,0,4,26.14,15
